review,content_related,author,quality_and_appearance,manufacture_and_distribution,packaging_and_delivery,price_and_preference,customer_service,overall_experience
sách vận_chuyển đến nhanh nhưng hơi bị nhàu bìa và 1 số trang đầu đặt vào ngày 9 9 mà phí vận_chuyển vẫn như ngày thường,0,0,2,0,1,0,0,0
chuyện đùn ngôn_ngữ mày tao không phù_hợp lắm với em nhỏ,2,0,0,0,0,0,0,0
Cũng tạm được,0,0,0,0,0,0,0,3
Bọc hàng sơ_sài quá nếu gặp trời mưa thì ướt hết sách thôi cửa_hàng ơi,0,0,0,0,2,0,0,0
Sách bình_thường mô_tả ảnh không thực lắm,0,0,0,0,0,0,0,3
Đánh_giá không tính điểm Đơn sách mình đặt gồm hai cuốn do giá_trị lớn nên được miễn_phí vận_chuyển Một cuốn giao hôm_nay cuốn còn lại giao thứ Bảy 6 4 Lúc chiều 1 nhận viên gọi nói 15 30 16 00 sẽ giao cho mình 16 00 nhân_viên giao hàng đó gọi lại nói đơn đó để mai giao do để quên ở kho Vì cần sách để tặng nên mình chấp_nhận chờ để được giao sách vào buổi tối 16 45 nhân_viên gọi lại yêu_cầu mình đặt lại do không tìm thấy đơn của mình Kiểm_tra trên hệ_thống thấy báo sách của mình đã giao và đang chờ đánh_giá Vấn_đề thứ nhất là việc huỷ đơn gây ảnh_hưởng tới kế_hoạch của mình thêm vào đó đặt lại sách cũng phát_sinh thêm phí giao hàng mình phải trả Thật không dễ_chịu chút nào,0,0,0,0,0,1,0,0
Đánh_giá không tính điểm Sách rất hay mà dịch_vụ giao hàng quá tệ sẽ không ủng_hộ nữa,1,0,0,0,2,0,0,0
Sách mua làm_quà sinh_nhật mà bị bóp_méo cả bìa Bị như thế_này là từ khâu chuẩn_bị của cửa_hàng rồi chứ bên vận_chuyển vì hộp vẫn còn nguyên Mặc_dù cửa_hàng đã bọc bù bằng bìa nhưng mình vẫn không thích điều này chút nào vì đây là quà mình đem tặng sinh_nhật bạn thân,0,0,2,0,0,0,0,0
cửa_hàng giao hàng nhanh nhưng_mà mình không đồng_ý với việc nhận được sách trong sự háo_hức mà sách bị bẩn rồi gấp mép như thế_này,0,0,2,0,1,0,0,0
sách nội_dung chất_lượng miễn bàn nhưng bìa sách mình cảm_giác như đã qua tay khá nhiều người nhiều chỗ bị móp rồi có cả vết hằn nữa,0,0,2,0,0,0,0,0
Sách thì mình chưa đọc nên chưa biết thế_nào nhưng nghe mọi người đánh_giá nên mua thử Còn cách gói hàng của rất là tệ luôn không bọc chống sốc chỉ để sách vô hộp nên sách bị móp góc và cuốn ở bìa,0,0,2,0,2,0,0,0
Giao hàng lâu quá hẹn Chất_lượng sách thì ổn nhưng_mà vận_chuyển đóng_gói thì tệ,0,0,1,0,2,0,0,0
Sách thì không có vấn_đề gì nhưng người giao hàng giao hàng quá lâu lần 1 bị đến sáng hôm sau nhưng phải đến tận chiều_tối sách mới đến,0,0,0,0,2,0,0,0
chưa xem nhưng_mà thấy đẹp,0,0,1,0,0,0,0,0
Sách đóng_gói kĩ_lưỡng nhưng giao quá lâu,0,0,0,0,2,0,0,0
Lần này đóng_gói không cẩn_thận bị cong mất đuôi sách Thái_độ của người giao hàng tồi,0,0,0,0,2,0,0,0
nội_dung thì khá ok nhưng sách thì bị như_vậy muốn đổi lại quyển khác,1,0,0,0,0,0,0,0
giao hàng lâu quá_trời lâu,0,0,0,0,2,0,0,0
sản_phẩm hơi lỗi,0,0,2,0,0,0,0,0
Mua 2 cuốn của bộ này mà nhận xong khá thất_vọng Hộp của thì móp méo nhăn_nheo Sách thì 4 góc đều quăn vào gấp_khúc y_như là đã dùng rồi Thiết_nghĩ mặt_hàng là sách thì cần đóng_gói cẩn_thận cho đăng_ký dịch_vụ bọc sách riêng_lẻ rồi khách tự trả thêm phí cũng được lúc mới ra_mắt thấy có dịch_vụ này hay ghê mà giờ bỏ mất bắt mua nguyên gói trong khi có dùng được bao_nhiêu chứ vài lần nhận hàng sách mà lúc thì bẩn lúc thì nhăn_nheo làm mất thiện_cảm quá_xá,0,0,2,0,2,0,0,0
Sách rất nhiều lỗi mép quăn bụi bẩn Giáo hàng_không nhiệt_tình đóng_gói không cẩn_thận Lần đầu mua hàng trên mà không chấp_nhận được Chưa nói tới nội_dung sách,0,0,2,0,2,0,0,0
mở ra rạch niêm_phong rách dây_bọc,0,0,2,0,0,0,0,0
rất dơ niêm_phong còn bị rách tệ,0,0,2,0,0,0,0,0
Mình tin_tưởng nên nhờ người nhận giúp nhưng mình thật_sự rất không hài_lòng đặt sách này lại gửi sách khác Tiền thanh_toán lại cao hơn tổng tiền thực_tế đơn hàng,0,0,0,0,0,2,0,0
Sách cũ dơ đặt 4 cuốn 3 cuốn bìa cũ 1 cuốn giấy dơ,0,0,2,0,0,0,0,0
Tựa đề là thôi_miên nên đọc thấy bị thôi_miên thật đọc buồn_ngủ lắm các bạn ạ Sách dày đắt tiền nhưng số_lượng chữ không được bao_nhiêu đâu vì khổ to quá mà độc ngắt nghỉ xuống dòng hết 1 2 sách rồi Kiến_thức thì 100 là sự ảo_tưởng và khoe_khoang của tác_giả Không biết ở Tây thế_nào mà ông này được khen và có người theo học chứ tầm_cỡ ông này mà ở chắc chỉ ngang là cùng Văn này không bán được hàng đâu Chốt lại là phí tiền mà thật_ra sách của thì mua đa_phần phí tiền không về kiến_thức thì về bản dịch vậy,2,0,0,0,0,2,0,2
Chất_lượng phục_vụ của cửa_hàng quá kém vận_chuyển không bọc xốp may_mà sách vẫn ổn Sau vài lần đặt sách đều như_vậy mình khuyên các bạn nên tham_khảo các nhà bán khác,0,0,0,0,2,0,2,0
Mua sách mới không được bọc trong ni lông bảo_quản sách có nhiều vết bẩn,0,0,2,0,2,0,0,0
Khá thất_vọng với đơn hàng này Đặt sách đợi gần 2 tháng mới nhận được mà sách lại không được bọc bảo_vệ sách bị trầy và nhăn ở các góc,0,0,2,0,2,0,0,2
Giao hàng nhanh tuy_nhiên bìa cuốn sách bị xước chắc do để chồng rồi trượt lên nhau Bìa không được bọc ni lông bảo_vệ Nội_dung cuốn sách hấp_dẫn mang lại nhiều kiến_thức cho mình Rất đáng đọc,1,0,2,0,2,0,0,1
nội_dung bình_thường tôi không thấy bị thô miên như bìa sách nổ,3,0,0,0,0,0,0,0
bìa gãy và sách thì quăn mép và cũ bẩn nhìn chán 1,0,0,2,0,0,0,0,0
Đang đọc sách thì hào_hứng đi nhận hàng xong không còn tâm_trạng đọc nữa Bản_thân mình là người trân_trọng sách nên mình chỉ mua ở nhà_sách và ở vì tin_tưởng khâu đóng_gói và sách chính hãng Vậy_mà hôm_nay mình nhận 5 quyển sách để trong 1 thùng không hề được bọc kết_quả sau quá_trình vận_chuyển sách cạ vào nhau và trầy trắng_xoá 2 mặt sách cả 5 quyển sách còn bị gãy bị gấp bìa sách góc sách bị dập do vẫn chuyển xa mà không được bao kĩ vì giới_hạn 5 hình nên không lên hết được chứ còn nhiều chỗ bị trầy và gập bìa nữa lần đầu_tiên mình cực_kì thất_vọng và bực_mình với như_vậy sau_này mình nghĩ_lại về việc đặt sách tại Nếu được mình muốn đổi lại cả 5 quyển chứ nhìn sách mới về tàn_tạ mà mình buồn quá,0,0,2,0,2,0,0,0
Mình mua sách trên rất nhiều rồi và khá hài_lòng Tuy_nhiên lần này sách giao không có bóng kính sách có nếp gấp như kiểu đã bị đọc bên trong sách thì bị bẩn ngoài_ra hộp đóng sách còn có 1 chiếc túi ni lông bị vo_viên như kiểu giao cho ai đó bóc rồi Nói_chung rất tệ,0,0,2,0,2,0,0,0
Cuốn sách này đối_với mình khá sáo_rỗng là tập_hợp các câu_chuyện chắp_vá của các anh anh_chị hoặc tôi có một người bạn kể từ góc nhìn thứ ba mang cảm_quan cá_nhân của tác_giả không đọng lại nhiều giá_trị Đã cố_gắng đọc gần hết nhưng vẫn không_thể ngấm được văn_phong và lối tư_duy của tác_giả Sách có_lẽ phù_hợp hơn với những cô gái tuổi đôi_mươi chưa định_hình được bản_thân hay còn ít trải_nghiệm Mình không biết những tác_phẩm nổi_tiếng khác của Vãn_Tình ra sao nhưng cuốn này đối_với mình như xem đánh_giá tóm_tắt phim kiểu mì_ăn_liền hơn Cả cuốn sách dày chỉ có 2 3 áng văn đối_với mình là đáng để tham_khảo nhưng lại không phải vì bản_thân lời_văn của tác_giả mà là vì kinh_nghiệm đúc_kết được từ trải_nghiệm riêng của mình xem hình Sách còn mới đến 99 bạn nào muốn có_thể liên_hệ mua lại,1,0,0,0,0,0,0,0
Vẫn là những câu_chuyện đời_sống nhẹ_nhàng mắt sâu_lắng của Vãn_Tình_Tuy nhiên bản lần này do dịch_giả khác thực_hiện câu_cú nhiều chỗ rất gượng_gạo lủng_củng đọc khó hiểu Nên cần bản_lĩnh tự suy_diễn của đọc giả Không phải là 1 2 chỗ không phải là vài lỗi chính_tả ngớ_ngẩn Vậy nên cảnh_báo người đọc phải có nội_tâm thật sâu_sắc để tránh bị tức chết Tuy_nhiên mình vẫn nói là 1 Mình yêu chị Vãn_Tình 2 Cũng cảm_ơn dịch_giả nhà_xuất_bản đã đưa cuốn sách này về Việt_Nam,2,1,2,0,0,0,0,0
Dạo này giao sách không có bọc chống sốc nảy gì hết cứ cuốn sách quăng vô trong hộp giao tới tay cũng móp méo hết trơn á bữa mới mua mới đổi nay mua tiếp lại bị tiếp lười gọi lên tổng_đài luôn á,0,0,1,0,2,0,0,0
của tệ thật_sự mình mua hàng cũng nhiều lần rồi nhưng lần này quá thất_vọng luôn ý Gửi hỗ_trợ 2 3 lần cũng không trả_lời Sách toàn bị vết bẩn không giống sách mới chút nào,0,0,2,0,0,0,0,0
sách bao_gồm nhiều câu_chuyện ngắn với các chủ_đề khác nhau bản_thân mình cảm_thấy nội_dung hơi rời_rạc các câu_chuyện ngắn trong sách cũng không quá đặc_biệt và sâu_sắc chỉ 1 2 chương mình cảm_thấy có điểm nhấn và đưa đến 1 góc nhìn mới đáng để học_hỏi Túm lại là đọc giải_trí chứ không quá ấn_tượng 6 10,2,0,0,0,0,0,0,0
sách nhìn như đã được sử_dụng qua Mình rất không hài_lòng Sách còn bị hở Đã nghe mùa sách bên rất tệ Nhưng mình không tin và đây là kết_quả Sách chỉ mới nhận vào sáng nay Rất muốn nghe lời giải_thích thì phía chủ cửa_hàng,0,0,2,0,0,0,0,2
Nội_dung sách không sâu_sắc cho lắm các câu_chuyện được kể dưới góc nhìn của chính bản_thân tác_giả nên có phần hơi chủ_quan Mình hơi thất_vọng về nội_dung hoặc có_thể mình không hợp với quển sách này,2,0,0,0,0,0,0,0
Sách của mình được giao không có bọc chống sốc nên bìa của sách hơi bị xước và góc sách bị lỗi ạ mong lần sau cửa_hàng sẽ chú_ý hơn ạ,0,0,2,0,2,0,0,0
Sách đẹp giao hàng nhanh Phong_cách viết của tác_giả vẫn vậy đi từ những trường_hợp của người xung_quanh đến những kết_luận Tuy_nhiên một_số bài viết trong sách làm mình cảm_giác hơi hụt_hẫng đọc hơi cụt không có cảm_giác đọc trôi_chảy như những cuốn sách trước,0,0,1,0,1,0,0,0
Mình đặt mua 5 cuốn Mà khi nhận được hàng thì như thế_này đây ạ Cuốn nào cũng bị cong hết á,0,0,2,0,0,0,0,0
Sản_phẩm không giống như hình chụp của các bạn khác không bọc sản_phẩm nhìn như đã qua dùng rồi yêu_cầu cửa_hàng xem_xét lại để không làm thất_vọng với khách_hàng,0,0,2,0,2,0,0,0
dóng gói cẩn_thận nhưng khi mở ra thì thấy đã bị bóc và vài chổ giống như bị vật nhọn khác chiếm diện_tích hy_vọng vận_chuyển cẩn_thận hơn ở những khách_hàng sau,0,0,0,0,1,0,0,0
mình đặt 2 cuốn khi mở ra thì thấy sách toàn bụi 1 cuốn bị cong cả góc rất thất_vọng vì mình rất quý sách mà_lại nhận sách như_vậy còn lại nội_dung trong sách của chị Vãn_Tình mình rất hài_lòng,0,0,2,0,0,0,0,0
cho 3 sao vì không bọc sách làm hỏng gáy sách thứ 2 vì bìa dính bẩn bụi mua lần nào của cũng vậy chán,0,0,2,0,2,0,0,0
Đóng_gói không tốt làm góc sách bị cong,0,0,2,0,2,0,0,0
sách màu in rất đẹp nhưng không hiểu do vận_chuyển hay sách để từ kho đã vậy_mà khi giao đến sách bị quăn góc phần gáy có vài quyển cũng bị gập Mong chú_ý hơn về phần này,0,0,2,0,0,0,0,0
quá xa tệ,0,0,0,0,0,0,0,2
Sách nhận đầy_đủ đúng yêu_cầu,0,0,0,0,1,0,0,0
sách in màu đẹp tuy_nhiên nội_dung kiến_thức ít so với giá tiền quá cao thất_vọng,2,0,1,0,0,2,0,2
Đặt mua 4 cuốn tái_bản 2021 chờ mòn_mỏi mấy ngày trời giao 3 cuốn đúng kèm 1 cuốn sách cũ Sách còn là sách giả nữa Rất rất tệ,0,0,2,0,0,0,0,2
làm_việc không đẹp trên cửa_hàng ghi hàng này giảm_giá 30 tuy_nhiên sau khi nhận hàng thì là đúng giá ghi trên bìa hoàn_toàn không giảm_giá Mình không bao_giờ mua hàng của nữa Chân_thành,0,0,0,0,0,2,0,0
Giấy xấu và mỏng Nội_dung hay,1,0,2,0,0,0,0,0
Vận_chuyển chậm cần lưu_ý,0,0,0,0,2,0,0,0
Sách nhỏ giấy mỏng nhìn không tạo cảm_giác chất_lượng,0,0,2,0,0,0,0,0
Mình nhận sách mà buồn vì cái bìa bị gãy khúc như này sách cũng không được bọc ni lông hay gì luôn,0,0,2,0,2,0,0,0
chưa sử_dụng mà bao sách đã tét ra rồi khá thất_vọng về sản_phẩm,0,0,2,0,0,0,0,2
Đọc không thấy hiểu sách viết trừu_tượng,0,0,2,0,0,0,0,0
sách bị gấp mép rồi Nhờ lần sau để_ý giúp mình,0,0,2,0,0,0,0,0
Gói hàng ẩu không có túi xốp bong_bóng,0,0,0,0,2,0,0,0
sách ok nhưng nhà_sách đóng_gói không cẩn_thận làm cong bìa của em rồi,0,0,0,0,2,0,0,1
dạo này giao hàng hộp nào cũng móp méo nhưng vẫn chấp_nhận được nhưng hôm_nay đóng_gói và giao hàng thì lủng cả 4 góc sách bên trong cũng méo_mó bung hết gáy cuốn này mua về để tặng bạn mà bung gáy mong đổi hàng nhanh_chóng ạ,0,0,2,0,2,0,0,0
Mới nhận ngày 30 10 2021 Nội_dung sách tôi chưa xem Xem xong sẽ có đánh_giá sau Nhưng cách đóng_gói lần này của thì phải nói cẩu_thả te_tua quá tệ Cái này cho 1 sao Đặt mua toàn sách bìa cứng dày_cộp mà đóng_gói kiểu này là sao,0,0,0,0,2,0,0,0
Chào mình nhận được cuốn sách này với 2 góc sách bị gãy trong đó 1 góc sách bị rách Đây là sách mình mua tặng Mong vui_lòng giúp mình đổi lại cuốn mới Mình cảm_ơn,0,0,2,0,0,0,0,0
Vì tình_hình dịch_bệnh nên hiện_tại mới nhận được sách Khá thất_vọng về hình_dạng của sách Nhớ cách đây mấy năm nếu sách có chút lỗi về hình_thức bên đều có điện_thoại báo trước và hỏi ý_kiến Nhưng giờ thì không có ngồi gỡ từng trang ra chắc hết ngày,0,0,2,0,0,0,0,0
Xin được phép đánh_giá 1 cho vì trải_nghiệm quá tệ Về vấn_đề giao hàng mình không nghĩ ở tỉnh_lẻ lại giao hàng lâu đến như_vậy bình_thường mình đặt ở hà_nội nhưng do đang ở quê tránh dịch Thứ hai một quyển sách không có một_chút bọc sách nào thử_hỏi vứt quăng_quật ở trạm kiểm hàng rồi lúc giao hàng thì nó như nào Không_thể diễn_tả hết được sự thất_vọng này,0,0,0,0,2,0,0,0
Đóng_gói kĩ giao hàng nhanh nhưng sách bị cấn góc như hình giấy màu đẹp bắt_mắt,0,0,2,0,1,0,0,0
dạo này đóng hàng và vận_chuyển tệ lắm nhé đơn hàng cả triệu bạc mà đến lúc nhận thế_này đây Mua rất nhiều sách ở mỗi lần đơn đều rất tương_đối rất ít khi đánh_giá Nhưng lần này phải nói cho biết nhé,0,0,0,0,2,0,0,0
bình_thường mình mua sách ở vẫn luôn ưng_ý nhưng lần này mua nhiều thì thấy bây_giờ khâu vận_chuyển không được ổn lắm Hộp nhìn không chắc_chắn như trước sách bị dập gáy,0,0,2,0,2,0,0,0
Mang_tiếng mà gói hàng sách dễ nhàu nhăn mà không hề bọc chống sốc Sáng đến tay mình bị móp rách Yêu_cầu đổi hàng mới cho mình,0,0,2,0,2,0,0,0
Cuốn sách không được bọc tốt Giao tới tay thì bìa sách cứng_cáp đã bị cong 4 góc bìa sách nhiều vết dơ nhăn như sách cũ Cầm sách trên tay mà hào_hứng giảm đi một_nửa,0,0,2,0,2,0,0,0
người dịch không am_hiểu nhiều về nấu_ăn cho_nên những câu chữ dịch ra chưa chính_xác một_số từ có_thể hiểu bằng tiếng anh nhưng khi dịch ra tiếng việt lại khó để tìm ra từ thích_hợp nếu không phải là một người chuyên nấu_ăn về giấy thì cũng ok nhưng vẫn chưa bằng loại giấy trên bản tiếng anh nhưng với giá_thành này thì ổn rồi cần cải_thiện nhiều về câu chữ khi dịch nên tham_khảo với đầu_bếp chuyên_nghiệp để dịch chính_xác hơn,0,2,1,0,0,0,0,0
sách đọc rất bổ_ích đóng_gói kĩ_càng không cấn móp hay sao hết chắc là do bọc Nội_dung thì chỉ chung_chung thôi không sâu và không có những cái làm mình ồ đâu Nhưng sách có ảnh đẹp,1,0,1,0,1,0,0,0
giao rất nhanh Nội_dung và chất_lượng in rất tốt Hơi bị móp góc có_thể chấp_nhận được Nhưng bìa sách có rất nhiều vệt băng_dính mình đã vệ_sinh nhưng không hết được Mong lưu_ý,1,0,2,0,1,0,0,0
quyển sách viết còn sơ_sài không mang nhiều giá_trị đến mức giống tên sách không đầu_tư chất_lượng đầu_tư vào giấy nên giá sách không hợp_lý với chất_lượng,2,0,0,0,0,0,0,0
chất_lượng sản_phẩm thì không phải nói nhưng sách thì không được đóng_gói người giao hàng giao đến_nơi thì kiện hàng bung bét thấy được hàng bên trong sách thì bị móp cạnh lại bị dính keo mua sách mới tưởng như mua sách cũ,0,0,2,0,2,0,0,0
Giao hàng nhanh nhưng không gói hàng kĩ gì hết bỏ vô hộp vận_chuyển Gãy gáy sách hết trơn,0,0,2,0,2,0,0,0
Chất giấy tốt dày_dặn sách cầm_chắc tay Có hình_ảnh dễ hiểu nhưng cuốn sách bị hư phần góc hơi thất_vọng,0,0,2,0,0,0,0,0
Sách mới mua mà đã bị cũ bẩn rồi gói hàng thì quá sơ_sài luôn,0,0,2,0,2,0,0,0
Sách nhận được không có bao kính hay một cái gì để gói cho sạch cả Mặc_dù bìa sách màu trắng cần phải cẩn_thận nhất nhưng khi mình nhận được lại là một quyển nhìn rất dơ dính dấu tay đen đen,0,0,2,0,2,0,0,0
Sách này mình mua làm_quà tặng Bây_giờ bị gấp nếp thì tính sao đây Chẳng_nhẽ bây_giờ mình phải đi_giải_thích với người nhận là do cửa_hàng bạn làm mẻ sách chứ mình không mua sách cũ Sách bị gấp nếp Nếp rất sâu giống như là từng bị đọc qua rồi đem bán lại ấy Mình không chụp hình vì hiện_tại nó không ở đây với mình nhưng mình thề cái mình LÀ SỰ_THẬT,0,0,2,0,0,0,0,0
bìa sách bám bụi và đen còn bị móp ở góc nữa cuốn sách không hề được bao_bọc gì không hiểu nổi bán sách mà không hề trân_trọng sách gửi đi cho khách_hàng gì cả,0,0,2,0,2,0,0,0
Sách giao rất nhanh nhưng không gói kỹ chỉ có hộp bên ngoài không có lớp ni lông chống ướt Không có miếng đánh_dấu trang,0,0,0,0,2,0,0,0
Giao hàng siêu nhanh sách mới tuy_nhiên giao bị ướt sách bị cong,0,0,1,2,1,0,0,0
sách không được bọc mua 2 quyển nhưng để cả 2 trong một hộp giấy to long sòng_sọc dấu trang quăn,0,0,0,0,2,0,0,0
Lần đầu_tiên nhận được sách trong tình_trạng này nên đánh_giá 2 sao anh Có_vẻ như sách bị thấm nước Bị cứa rách li_ti vài trang,0,0,2,0,0,0,0,0
Sách bị cũ và nhàu lát chả hiểu sao lại giao hàng tới cho khách_hàng,0,0,2,0,0,0,0,0
không được quăng góc,0,0,2,0,0,0,0,0
Sách hay nè nhưng_mà hơi bị móp méo với hơi xước ạ,1,0,2,0,0,0,0,0
sách có_vẻ cũ và bị quăn góc phần mã_vạch thì bị lem mặt trước nhìn vẫn ổn nhưng mặt sau nhìn mất thẩm_mỹ,0,0,2,0,0,0,0,0
Tôi đang thanh_toán tiền nhưng không nhận được hàng lại thông_báo trên hệ_thống đã giao hàng thành_công,0,0,0,0,2,0,0,0
Sách không giao kèm và đáp_án,0,0,0,0,2,0,0,0
cực_kỳ hài_lòng 5 sao,0,0,0,0,0,0,0,1
Đánh_giá không tính điểm Giao hàng quá chậm_trễ trong khi đã đặt theo hình_thức giao nhanh Không hài_lòng,0,0,0,0,2,0,0,2
Bố_cục sách gây khó_khăn cho đọc giả,0,0,2,0,0,0,0,0
Mình mua gói với quyển nhưng do quyền không có bao kính như nên bị gãy_góc và gồ_ghề 1 số chỗ Điều này khiến cho mình bị khó_chịu Nhưng ưng 1 cái là được giảm_giá,0,0,2,0,2,1,0,0
cảm_thấy ngày_càng không còn tôn_trọng sách nữa khi việc đóng_gói rất sơ_sài chỉ để 1 cuốn sách vào hộp mà không lót mút kết_quả sách va đạp khi vận_chuyển xước hay cong sách lần thứ 4 bị như_vậy,0,0,2,0,2,0,0,0
Sách cũ bẩn ở 2 mặt bìa bị gập góc,0,0,2,0,0,0,0,0
Đây là lần đầu_tiên tôi sử_dụng nhưng tôi thấy chất_lượng không đảm_bảo Sách được giao đến rất nhàu và không phẳng_phiu cảm_giác như sách đã sử_dụng rồi Tôi cảm_thấy thất_vọng về vụ giao hàng này,0,0,2,0,2,0,0,0
sách bảo_quản không tốt bìa dơ cong mép,0,0,2,0,0,0,0,0
Bị quăn mép với khá bẩn,0,0,2,0,0,0,0,0
sách không còn được giữ niêm_phong bên nhà_xuất_bản móp méo rất tệ,0,0,2,0,0,0,0,0
sách không còn được giữ niêm_phong bên nhà_xuất_bản móp méo rất tệ,0,0,2,0,0,0,0,0
không còn niêm_phong khi nhận hàng rất thất_vọng,0,0,2,0,0,0,0,2
cửa_hàng giao hàng không có bọc chống sốc làm cho truyện bị móp hết nói_chung là tệ,0,0,2,0,2,0,0,2
cấn góc mất thẩm_mĩ lắm ạ,0,0,2,0,0,0,0,0
thiếu thẻ bo góc buồn đứt_ruột,0,0,0,0,2,0,0,0
bìa 1 nơi sách 1 ngã chán,0,0,0,0,0,0,0,2
Khẩu_trang tặng kèm đứt bên quai không dùng được làm con gái mình thất_vọng,0,0,0,0,0,0,0,2
Chất_lượng tốt nhưng mình chỉ mua một sản phẩn mà thành hai sản_phẩm rồi à,0,0,1,0,0,0,0,0
truyện thì được nhưng khẩu_trang lại là con gái buồn ghê,0,0,0,0,0,0,0,1
Toi moi nhan ma không thay moi ma nhu cu de lau ngay bia cung nhung gay da bi không con ben ngoai bao ve Day la lan dau toi bi nay khi hang qua Hy vong cai de không lam danh long tin cua hang,0,0,2,0,2,0,0,0
Kiểm hàng không kĩ gì hết Mình nhận hàng trong không phải do vận_chuyển rồi Buồn ghê,0,0,0,2,0,0,0,0
sách bị rách gốc và lỗi các trang gấp bị tuột keo tách rời,0,0,2,0,0,0,0,0
Giấy cắt có răng_cưa ở mép Đóng_gói bao_bì tệp giấy bằng băng keo trong không phải dán keo như mình thường mua Không thích dấu_vết cắt giấy còn lưu như_vậy,0,0,0,0,2,0,0,0
Giấy bị gãy_góc đưa vào máy_in hay bị kẹt giấy,0,0,2,0,0,0,0,0
hơi mỏng in thấy mặt bên kia,0,0,2,0,0,0,0,0
hay huỷ đơn của khách vừa mua hàng vừa mua bực_mình cực_kì bực,0,0,0,0,0,0,0,2
Giá quá cao so với giá thị_trường,0,0,0,0,0,2,0,0
giấy mỏng quá in hai mặt không được,0,0,2,0,0,0,0,0
Cái bài đánh_giá này giống như giọt nước tràn ly Gần đây mua sách của có trầy_xước ít vỏ hộp móp méo nhưng vẫn cho_qua Bây_giờ thì không nhịn được nữa Sách gì mà giao bẩn như sách cũ Còn bị rách với bong ra ở gáy nữa chứ Vỏ hộp thì móp méo biến_dạng Đề_nghị bộ_phận chăm_sóc khách_hàng của xem_xét và xử_lí Cuối_cùng hãy duyệt đánh_giá này để mọi người được biết chứ mấy lần trước 1 từ_chối luôn,0,0,2,0,2,0,0,0
Nhà_sách gửi nhầm sách cho em rồi ạ Em đặt cuốn Đừng chạy theo số đông nhà_sách lại chuyển cho em cuốn Khi hơi thở hoá hư không Em phải làm gì bây_giờ ạ,0,0,0,0,2,0,0,0
tác_giả trẻ tuổi mình mua vì có 1 đứa em có giới_thiệu nhưng với 1 người 30 như mình thấy cuốn sách vô_nghĩa chỉ hợp với các bạn 15 22 tuổi mình nghĩ vậy,0,3,0,0,0,0,0,0
Mình nhận được sách 21 02 2022 cửa_hàng kiểm_tra lại giúp mình có giao hàng nhầm sách cũ cho mình không vậy,0,0,2,0,2,0,0,0
Sách rác không nên mua Nội_dung sáo_rỗng chứa nhiều tư_tưởng độc_hại đánh_tráo khái_niệm Tác_giả có nhiều ví_dụ mang tính quy_chụp chỉ dựa trên 1 ví_dụ nhỏ mà đánh_giá toàn_bộ sự_việc Các bạn trẻ nên tránh xa cuốn sách này và tỉnh_táo hơn trong việc lựa_chọn sách,2,0,0,0,0,0,0,2
Mình thấy một_số kiến_thức có_ích và truyền độc lực cho các bạn trẻ dám bứt ra khỏi vùng an_toàn Tuy_nhiên một_số quan_điểm bị trùng_lặp nhiều trong quá_trình diễn_giải hình_ảnh minh_hoạ ghi_chú chưa đặc_sắc nhưng lại dường_như phóng to để tăng độ dày cho sách Tóm_tắt nội_dung của cuốn sách này là hãy thoát khỏi tư_duy làm_thuê và tạo ra các dòng tiền thụ_động khác nhau,2,0,0,0,0,0,0,0
Mình chưa nói đến nội_dung Thực_sự mình rất thích cuốn sách này Nhưng cửa_hàng giao hàng cho mình gói không cẩn_thận Sách ướt nhẹp luôn,0,0,2,0,2,0,0,0
Mấy sách này không thấy bao_bọc mà thấy dạo này đóng gọi lại cẩu_thả quá Hơi buồn,0,0,0,0,2,0,0,2
Nội_dung mình thấy không có gì quá nổi_bật chỉ là hệ_thống lại kiến_thức của các cuốn sách khác rồi đem đi xào lại Vấn_đề thứ 2 dùng quá nhiều tiếng anh mình thấy khá khó_chịu về vấn_đề này,2,0,0,0,0,0,0,0
Sách tốt Giao hàng chậm người giao hàng chưa gọi mình lần nào đã báo không liên_lạc được Liên_hệ phản_ánh khó_khăn không liên_lạc được Mà đã lỡ thanh_toán trước nên đành cố_gắng liên_hệ mãi mới lấy được sách,0,0,0,0,2,0,0,1
Nhiều tư_tưởng sai_lệch đầu_độc giới trẻ không xem trọng vai_trò của giáo_dục xem_thường khát_vọng vươn lên thành_công của phụ_nữ xem_thường những người làm công_việc chuyên_môn cho người khác Tự huyễn_hoặc mình có nhiều hiểu_biết về chuyên_môn nhưng kiến_thức sơ xài nếu không chọn_lọc cẩn_thận dễ bị sách dắt_mũi,2,0,0,0,0,0,0,0
ổn,0,0,0,0,0,0,0,3
Sách của em không được bao lại dù em có vào ô dùng Sách được giao từ nhưng trong 1 bịch màu hồng có Nhìn khá là thất_vọng,0,0,0,0,2,0,0,2
Sách dở dài_dòng lan_man Kể tên đủ loại nhân_vật đủ câu_chuyện không nhớ không đọng được gì sau khi đọc sách Lâu_lâu thấy 1 quyển dở tệ đến_nỗi phải lên đánh_giá,2,0,0,0,0,0,0,0
ngôn_ngữ dịch hơi rối dài_dòng nhiều chữ mà ít ý đọc mấy trang mà đúc_kết được có rất ít ý chính thôi,0,2,0,0,0,0,0,0
Trải_nghiệm hơi tệ Sách chưa kịp mở đã rớt ra rồi,0,0,2,0,0,0,0,2
