review,stayingpower,texture,smell,price,others,colour,shipping,packing
Giao hàng nhanh sản_phẩm mình dùng ứng_dụng hoàn tiền mua lại được hoàn tiền lên đến 20,0,0,0,1,0,0,1,0
Đánh_giá chỉ mang tính_chất lấy xu 000000000000000000000000,0,0,0,0,3,0,0,0
Soan ok lắm,0,0,0,0,3,0,0,0
Sản_phẩm đẹp Giai hàng nhanh Chưa dùng nên không đánh_giá được chất_lượng mang tính_chất nhận xu,0,0,0,0,0,0,1,0
,0,0,0,0,3,0,0,0
ok,0,0,0,0,3,0,0,0
Cây này mình mua dư Chưa chưa mở chưa xài gì cả Mới_tinh 100 Mình lại trên tam nha,0,0,0,0,3,0,0,0
Màu xinh lắm nhe sau 3 4 tháng trời giãn cách thì đây là cây_son mình mua đầu_tiên cửa_hàng chuẩn_bị hàng cũng nhanh nữa sài_gòn Đồng_Nai hôm trước hôm sau là nhận được,0,0,0,0,0,1,1,0
Cảm_giác hơi có hồng đất vỏ đẹp chất xong lì,1,1,0,0,0,3,0,0
_son màu len không hình lên môi mình lên màu hồng đất đậm khá tối mặt,0,0,0,0,0,2,0,0
Xin_lỗi cửa_hàng vì không chụp ảnh do em không tiện nhưng_mà_son thì chất đẹp lắm giao hàng thì nhanh mà mùi_son thơm mướt mịn màu lên chuẩn cực_kì ưng luôn,0,1,1,0,0,0,1,0
_Son thơm Chất_son thích xỉu Đánh lên không bám môi lâu nhưng màu cực đẹp,2,1,1,0,0,1,0,0
không muốn bóc ra luôn ý trời đẹp phết mọi người ạ giao hàng hơi lâu chắc di không có gì để chê,0,0,0,0,0,0,2,0
Giao hàng nhanh đóng_gói sản_phẩm kỉ đầy_đủ sản_phẩm cửa_hàng phục_vụ tốt,0,0,0,0,0,0,1,1
hơi thất_vọng vì_son lên môi mình màu không như_ý đã dùng hình 1 là 1 lớp_son hình 2 là 2 lớp hình 3 là mình thêm 1 lớp_son đen nữa mới lên mài như hình ngoài_ra lớp sau khi phai đi trông cũng xinh thì luôn_luôn đẹp khỏi phải bàn,0,0,0,0,0,2,0,0
tốt gỗ tốt nước sơn là đây vỏ_son đen trông sang và cầm_chắc tay cực_kỳ đã vậy màu còn xinh ơi_là xinh kiểu bóng vừa đủ mà hay khum gì đánh lên môi cũng xinh xỉu cái đùng dị á,0,0,0,0,0,1,0,0
Hàng đóng_gói cẩn_thận chất_lượng tốt Lần sau còn ủng_hộ cửa_hàng nữa,0,0,0,0,0,0,0,1
Mình nghĩ ai muốn đánh được màu này phải với màu Đánh 1 màu tỏn cam xong đánh 1 chút màu này lên là bao xinh,0,0,0,0,0,1,0,0
cửa_hàng đóng_gói kĩ giao hàng nhanh_Son vỏ đẹp màu thơm,0,0,1,0,0,0,1,1
hàng như hình chất_lượng sản_phẩm tốt giao hàng nhanh mỗi_tội hộp bị méo,0,0,0,0,0,0,1,0
Đúng màu mình thích Chất lì mịn nhanh khô Vỏ hộp xịn xò_son có mùi thơm nhè_nhẹ giao hàng khá nhanh Sẽ tiếp_tục ủng_hộ cửa_hàng,0,1,1,0,0,1,1,0
đẹp lắm ạ sài mịn thích lắm a em là em mê cực hãng rồi ạ,0,1,0,0,0,0,0,0
Màu_son đẹp lắm nha chất cũng ok không khô môi nhé cả nhà la la la,0,1,0,0,0,1,0,0
vỏ siêu xinh_son thì đẹp khỏi bàn rồi ạ còn được tặng quà nữa,0,0,0,0,3,0,0,0
Màu_son đẹp lì dùng tới cây thứ vẫn thích,1,0,0,0,0,1,0,0
ổn nha_son ổn nen mua màu tối tối cho dễ tán hơn nha tóm_lại mua thì ok,0,0,0,0,0,3,0,0
Màu_son khá ổn có_vẻ dễ trôi Được tặng kèm chiếc líp nhỏ xinh,2,0,0,0,0,1,0,0
Vỏ màu đen siêu sang chảnh luôn mà cầm_chắc chắn Màu mình mua là hãng mô_tả là hồng đất bụi phấn Tên sao màu_son y vậy nha Màu có PHA TRẮNG nha mọi người Da sáng tông lạnh đánh xinh da ngăm đánh mặt tối thôi luôn nha Ảnh trên là mình đánh 1 lớp và 2 lớp Da mình trung_bình sáng trung_tính nha,0,0,0,0,0,1,0,0
Hình_ảnh chỉ mang tính_chất nhận xu_Son đánh lên rất xinh màu đẹp đáng mua lắm ạ,0,0,0,0,0,1,0,0
Đóng_gói chắc_chắn màu_son khá ok cầm_chắc tay Xem đánh_giá khá sợ nhưng khi dùng khá ok nhưng phải nữa mới hợp,0,0,0,0,0,1,0,1
Màu lên không giống ảnh lắm lên môi ra màu hồng đất nhiều hơn không đậm như ảnh Thiết_kế chặn_son không chặt để ngang là trào ngược_son như bản trước mong hãng sẽ xem_xét_thiết kể lại phần que lấy_son khít với lỗ lấy son,0,0,0,0,0,2,0,0
26 hồng 28 mới là đỏ cam đất 26 thấy lên nâu nhưng với những bạn có sắc_tố môi bị nguyền_rủa đánh_son đỏ ra hồng cánh_sen bôi màu cam ra hồng dặm sắc hồng ra hường như mình thì màu này nó sẽ ra hồng đất hợp dùng hằng ngày,0,0,0,0,0,3,0,0
Giao nhàng nhanh Từng dùng 1 lần Chất_son mịn lâu trôi nhiều màu lựa chọ vỏ đẹp,1,1,0,0,0,1,1,0
Mua mấy cây rồi mà vẫn ghiền với chất sơn và vỏ của luôn xịn xò Giao hàng nhanh và đóng_gói rất kỹ_lưỡng,0,1,0,0,0,0,1,1
Hàng rất đẹp màu đẹp nha mọi người,0,0,0,0,0,1,0,0
Màu này không giống trên ảnh cửa_hàng đăng hơi kén da Được cái cửa_hàng đóng_gói cẩn_thận,0,0,0,0,0,2,0,1
cửa_hàng hỗ_trợ rất nhanh và nhiệt_tình_Son xinh lắm ạ còn được tặng thêm quà,0,0,0,0,3,0,0,0
Siêu xinh_xẻo Tuy giao hàng hơi lâu nhưng vì dịch nên thông_cảm được_Son xinh lắm nhe hợp lú trong tầm giá siêu siêu đẹp ngầu lắm nha,0,0,0,1,0,0,3,0
Giao hàng nhanh màu lên xinh lắm mọi người nha xinh_xẻo lắm luôn ý,0,0,0,0,0,1,1,0
_Son lên màu đẹp mùi thơm chắc tại mình không to_son dưỡng trước nên hơi khô môi giao hàng nhanh,0,3,1,0,0,1,1,0
Giao hàng rất nhanh luôn ạ đóng_gói cẩn_thận giao đủ chất_lượng các sản_phẩm mình thấy ổn đó ạ,0,0,0,0,0,0,1,1
Siu thích lun màu như màu môi mềnh lun chất mềm mềm thơm thơm vỏ còn rấc chi nà huyền_bí nữa,0,1,1,0,0,1,0,0
_Son màu lên phết Ngừi yêu mình thích lắm,0,0,0,0,0,1,0,0
Giao hàng nhanh đóng_gói đẹp nên rất yên_tâm khi sử_dụng,0,0,0,0,0,0,1,1
_Son đỉnh của chóp khỏi cần bàn nói_chung màu này lên môi hay không đều đẹp nhe chị_em Lười chụp hình nên đăng đỡ,0,0,0,0,0,1,0,0
Giao hàng siêu nhanh và chất_son lắm luôn,0,1,0,0,0,0,1,0
Xinh xĩu nha Nhưng_mà tốt nhất màu nên rồi mới đánh Hơi lộ khuyết_điểm da tẹo nè Nhưng_mà xinh lắm Tặng mấy bạn mua sau mấy tấm ảnh cam thường để soi màu cho kỹ nha Mình da ấm ấy,0,0,0,0,0,1,0,0
_Son cực đẹp màu lên tự_nhiên thơm đóng_gói chắc_chắn đề_xuất màu này nha,0,0,1,0,0,1,0,1
Mua 2 thỏi rồi đẹp xỉu lên xỉu xún đáng mua lắm Ne,0,0,0,0,3,0,0,0
Mua tặng bạn nên không biết sao nhưng giao hàng nhanh lắm luôn á đặt hôm trước hôm sau có rồi,0,0,0,0,0,0,1,0
Chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp và chắc_chắn thời_gian giao hàng nhanh cửa_hàng phục_vụ rất tốt Hình_ảnh chỉ mang tính_chất nhận xu,0,0,0,0,0,0,1,1
_Son chất mịn mùi thơm lên_tay đẹp mà lên môi mình bị đậm hơn chút,0,1,1,0,0,2,0,0
môi với cách tán mà sắc hồng hay sắc nâu lên nhiều hơn nhe,0,0,0,0,0,3,0,0
Nhận hàng mấy hôm mà quên đánh_giá đóng_gói chắc_chắn giao hàng hơi lâu xíu,0,0,0,0,0,0,2,1
_Son đẹp nhưng màu không hợp với mình vỏ ngoài siêu đỉnh giao nhanh đóng_gói thì khỏi bàn,0,0,0,0,0,2,1,1
Màu_son lên cũng khá ổn nhưng sẽ trông hơi già một_chút Các bạn nên xem đánh_giá trước khi mua nha Chất_son dễ bám lên thành cốc dù chỉ uống nước nhẹ thôi,2,0,0,0,0,3,0,0
Thật_sự là màu này xấu đánh lên_tay có màu đỏ mà đánh lên môi lại ra màu nâu bị vàng da với xỉn men răng,0,0,0,0,0,2,0,0
Thích cam nên chọn màu Đặt giao hoả_tốc nên đặt và giao chỉ trong vòng 1 tiếng rưỡi Đóng_gói sản_phẩm rất kĩ_càng,0,0,0,0,0,3,1,1
_Son chất đẹp mịn vận_chuyển nhanh người giao hàng giao hàng có tâm chỉ mang tính_chất nhận xu,0,1,0,0,0,0,1,0
Sản_phẩm chất_lượng tốt Mau lên cực_kỳ xinh Đóng_gói hàng cẩn_thận Do dịch nên giao hơi lâu một xíu,0,0,0,0,0,1,2,1
Mình đã nhận được hàng nhưng màu không đúng hình quảng_cáo lắm,0,0,0,0,0,2,0,0
Xin_lỗi về hình_ảnh hỏng liên_quan nhưng_mà màu rất đẹp đó nha Theo mình thấy màu này khá hợp với các bạn da ngăm chút vì nó lên trông sang cực_kì các bạn da ngăm nên try như mình nhé,0,0,0,0,0,1,0,0
_son đẹp màu 26 xinh nha chị_em oi đóng_gói cẩn_thận giao hàng nhanh,0,0,0,0,0,1,1,1
Mua 1_son rồi thấy ưng nên mua thêm màu lên đẹp_son thơm mà mịn nữa,0,1,1,0,0,1,0,0
Khum có gì để chê người hâm_mộ lâu năm với sản_phẩm của thì chắc biết chất_son hơi khô môi nên trước khi đánh lên cần có tí_son dưỡng nhen xoa thêm một_ít môi để lên chuẩn màu nhe tay thì y_như bản của The 997 nha,0,3,0,0,0,1,0,0
quá_trời xem trước khi mua nha,0,0,0,0,0,3,0,0
_Son đẹp lên màu chuẩn giao hàng hàng nhanh sẽ ủng_hộ tiếp,0,0,0,0,0,1,1,0
Xin chào tôi là người phụ_trách và hiện tôi đang tìm đối_tác Bạn có_thể kiếm tiền hoa_hồng có_thể thêm gia_sư 84765107436 Nhận tiền thưởng,0,0,0,0,3,0,0,0
nên chờ khá là lâu Bao_bì xinh quá nè màu thì chắc_chắn không giống ảnh của hãng đâu nên mọi người mua cứ màu nào giống mắm_tôm nhất thì chọn đảm_bảo đẹp nhất Mình đặt cây_son kem mà ai_ngờ cây_son thỏi mình đặt về cùng lúc nên mọi người xem luôn nè,0,0,0,0,0,2,2,0
mào đẹp hợp da ngăm như tui Mua tặng nên ké được chút với chỉ mang tính_chất nhận xu,0,0,0,0,0,1,0,0
Giao hàng nhanh Đóng_gói sản_phẩm rất chắc_chắn Mà mua 2 cây khum cây nào lên môi mà lên màu đẹp cạ buồn,0,0,0,0,0,2,1,1
Màu xinh như lên môi mình thì không trầm hay nâu như đánh_giá kiểu nó giống với me ấy chỉ là tối hơn tí nhưng hơi buồn tại đang tìm màu nâu,0,0,0,0,0,3,0,0
Trong qua trình vận chuyện thì bị gãy_son cửa_hàng cho mình hoàn_trả lại và đang đợi được hoàn tiền 1,0,0,0,0,0,0,2,0
Giao hàng nhanh Đóng_gói khá kĩ Mua dịp giảm_giá còn được tặng quà_Son mùi thơm chưa xài nên không biết màu ra sao,0,0,1,1,0,3,1,1
_Son lên màu xinh lắm vỏ xinh khỏi_phải_nói giao hàng cũng nhanh nữa siêu thích luôn ạ,0,0,0,0,0,1,1,0
Sản_phẩm uy_tín chất_lượng Nên mua ạ Cảm_ơn vì sự nhiệt_tình nhanh_chóng này,0,0,0,0,3,0,0,0
Bạn nào kiểu đi tối thì oánh màu này bao xinh luôn_son thơm lắm không hề khô môi ngheng,0,1,1,0,0,1,0,0
Mình đặt ngay lúc_son thấy hoá_đơn trên mua_son mới thì được tặng gương lúc nhận về hứng_khởi tưởng có gương ai dè không có nói_chung là_son đẹp có_điều hơi dễ bám vân tay,0,0,0,0,3,0,0,0
Màu khá xinh nhưng_mà không giống ảnh của hãng đâu nha Này giống màu hồng đất nhưng nà sắc đất chỉ nhẹ thôi chứ không nhiều như ảnh tặng nên cho,0,0,0,0,0,1,0,0
Mình chưa xài thử nhưng thấy không móp méo gì cả nên cho 5 sao,0,0,0,0,0,0,0,1
Hình_ảnh mang tính_chất nhận xu mẫu_mã đẹp chất_lượng nhỏ hơn mình nghĩ,0,0,0,0,3,0,0,0
Màu chuẩn đẹp bao_bì đóng_gói kĩ quấn xốp khá giày hộp không bị móp méo giao hàng khá nhanh khá ưng săn giảm_giá có nên thấy chất_lượng xa túi_tiền NÊN MUA NHA,0,0,0,1,0,1,1,1
cửa_hàng giao hàng nhanh_son rất xinh mua được với giá quá hời luôn cảm_ơn cửa_hàng,0,0,0,1,0,0,1,0
Sản_phẩm dùng rất tốt dịch_vụ giao hàng nhanh Sẽ ủng_hộ công_ty trong tương_lai,0,0,0,0,0,0,1,0
Màu_son tuyệt_vời Cho 100 điểm Tuy giao hàng hơi lâu nhưng sẽ mua lạ tiếp,0,0,0,0,0,1,2,0
_Son đánh lên môi mượt lâu trôi Đối_với mình thì với màu khác sẽ xinh hơn Đóng_gói chắc_chắn,1,1,0,0,0,3,0,1
Mẫu_mã đẹp nhìn sang nhưng màu_son lên không được như giới_thiệu,0,0,0,0,0,2,0,0
Hiện_tại mình gửi nhờ nên quay lại đánh_giá sau,0,0,0,0,3,0,0,0
_son thơm cực lên màu cũng xinh xĩu có màu hồng nhưng_mà rất ưng luôn,0,0,1,0,0,1,0,0
Chất_son lì lắm mọi người ơi Mình dùng với màu khác sẽ xinh hơn đấy,1,0,0,0,0,3,0,0
3 2 3 3 3,0,0,0,0,3,0,0,0
Màu_son đẹp thơm mịn chất_son không quá khô môi mua về đóng_gói hàng kĩ_lưỡng,0,1,1,0,0,1,0,1
Mua tặng thấy đang xu_hướng với bạn cũng thích nên hay dùng màu đẹp vỏ cũng đẹp,0,0,0,0,0,1,0,0
sản_phẩm đúng tốt giao hàng nhanh đóng_gói chắc_chắn sẽ ủng_hộ tiếp vào lần sau,0,0,0,0,0,0,1,1
Màu_son lên không chuẩn lắm nhưng vẫn rất xinh Chất_son rất êm vỏ so đẹp,0,1,0,0,0,1,0,0
_Son lên màu ưng vỏ đẹp mỗi_tội anh người giao hàng giao nhầm nhà không coi đơn hàng là mất_toi 2 thỏi_son rồi,0,0,0,0,0,1,2,0
cửa_hàng đóng_gói cẩn_thận ạ chất_son mướt màu lên cũng xinh lắm Mình săn giảm_giá nên giá khá rẻ mình_son không chuyên_nghiệp nhưng nói thật là chất_son rất đẹp đáng mua lắm đó,0,1,0,1,0,1,0,1
Hàng đóng_gói cẩn_thận giống như mô_tả trên hình Màu đẹp và thơm,0,0,1,0,0,1,0,1
Mày đánh lên_tay tưởng màu hồng cánh_sen ấy nhưng_mà lên môi thì màu tự_nhiên như màu môi ấy ạ còn màu 28 thì nghiêng cam đất nhiều mùi_son như mùi táo nói_chung xinh ạ,0,0,1,0,0,1,0,0
Màu này đúng đẹp luôn không vẫn thấy xinh mà nên thì đẹp hơn nhiều chất_son khỏi phải chê luôn,0,1,0,0,0,1,0,0
Màu không hợp với mình nhưng chất_son và vỏ_son tuyệt_vời lắm,0,1,0,0,0,2,0,0
_Son lên môi cứ mướt mườn_mượt thế_này ai mà chịu nổi Màu lên cũng xinh xuất_sắc cơ,0,1,0,0,0,1,0,0
Vỏ_son chắc_tay mà xinh lắm nha Màu_son trên tay mình là màu_son thì chắc gu mỗi người nhưng chất_son mềm mịn lắm Mùi_son thơm ngọt dễ_chịu lắm nha mọi người Nói_chung ưng có_điều thời_gian giao hàng khá lâu cái này do bên vận_chuyển nên vẫn đánh_giá 5 sao,0,1,1,0,0,3,2,0
Thấy mọi người chê màu 23 mà mình lên môi ổn mà nhỉ giao hàng hơi lâu_son mướt thơm hơi lâu khô không bám môi nhưng khi lau đi vẫn để lại 1 lớp tương_đối đẹp,3,1,1,0,0,1,2,0
Thấy hót quá mua về dùng thử màu đẹp lắm nha vỏ màu đen bóng siêu sang chảnh,0,0,0,0,0,1,0,0
Giao hàng hơi lâu nhưng_mà xinh xuất_sắc luôn,0,0,0,0,0,0,2,0
_son nhìn siêu đẹp siêu sang dù dịch nhưng giao hàng khá nhanh nha,0,0,0,0,0,0,1,0
giao hàng rất nhanh trời_ơi màu cực_kì xịn xò luôn,0,0,0,0,0,1,1,0
Cái màu nó nhạt hơn trong ảnh nha mấy bà Còn thì phù_hợp với ai tây á,0,0,0,0,0,3,0,0
Đợi hàng khá lâu Tầm 10 điểm đó ạ Màu này mình không ưng lắm thì mê_mẩn khỏi bàn,0,0,0,0,0,2,2,0
Đó giờ toàn sài_son của mình 3 vẫn rất ưng cái bụng á 3,0,0,0,0,3,0,0,0
màu số 23 siêu ưng_son kem lì mịn mượt giữ màu tốt em chỉ uống nước bằng ống hút thôi_thì_son từ trưa đến vẫn còn rất ổn luôn nhưng ăn chiều thì trôi hết nhé thì quá đẹp em mua vì si_mê cái vẻ ngoài này ấy ạ,1,1,0,0,0,1,0,0
mua tặng bạn nên không có hình mọi người thông_cảm nhá nhưng màu không đẹp đâu ạ suy_nghĩ kĩ nhé mọi người,0,0,0,0,0,2,0,0
_Son đẹp lắm mọi người thơm nữa giao hàng nhanh nhìn cuốn lắm,0,0,1,0,0,0,1,0
Mình thấy màu giống hình mà lên xinh lắm đó chất_son thì miễn bàn trước giờ rất thích chất_son của lâu trôi lớp không bị hồng sến,1,1,0,0,0,1,0,0
Mua của nên khá an_tâm giá siêu rẻ Mà_son siêu lì nha bao ăn bao uống luôn Mình xài nay không biết cây thứ mấy rồi nhưng vẫn rất hài_lòng,1,0,0,1,0,0,0,0
Màu_son xinh_xắn rất là đáng yêu hợp với hằng ngày đi học đi làm đi chơi đều đẹp,0,0,0,0,0,1,0,0
Màu xinh xỉu mua tặng cho nhỏ bạn mà nó mê luôn như mình thích màu sáng hơn,0,0,0,0,0,1,0,0
Vỏ_son đẹp cầm_chắc tay chưa đánh thử lên môi nên không biết màu lên như thế_này,0,0,0,0,0,3,0,0
mình mua và không lên đậm như ảnh đâu mọi người ạ nó kiểu dễ dùng xinh còn thì mình thất_vọng lắm hãng nói là đỏ nâu nhưng_mà nó có màu tím nữa hơi mắm_tôm nói_chung là_hơi khó dùng nhưng_mà cố thì cũng không sao,0,0,0,0,0,2,0,0
Sản_phẩm đẹp cửa_hàng Đóng_gói sản_phẩm chắc_chắn cửa_hàng đóng_gói rất nhanh,0,0,0,0,0,0,0,1
này đẹp miễn bàn luôn sang xịn mịn Màu này hồng đất nha mọi người,0,0,0,0,0,3,0,0
Màu_son ở tay đấy chỉ mang tính minh_hoạ tại chụp không lên được chuẩn màu lăm Nhưng màu không đậm như ảnh hãng mà hơi kiểu nâu hồng có chút tím mùi_son thơm mùi kẹo Vỏ xịn xò,0,0,1,0,0,2,0,0
cái vỏ đẹp thật_sự màu cũng đẹp nữa thơm,0,0,1,0,0,1,0,0
_son xinh vỏ đẹp lắm nha chất_son thì ai cũng biết rồi nên không đánh_giá nữa nhưng_mà này xịn xò quá,0,1,0,0,0,0,0,0
_Son đẹp rất đáng tiền mua Giao hàng lâu hơn 2 tuần mới nhận được hàng,0,0,0,1,0,0,2,0
Phải đợi hàng vì đặt_hàng á vỏ_son đen bóng nhìn sang và chất_son với màu lên chuẩn mau trôi nhé mọi người,2,1,0,0,0,1,0,0
giao đầy_đủ_son còn được tặng chì kẻ nưa mua chính hãng nên rất an_tâm,0,0,0,0,0,0,1,0
Nhìn vỏ xinh xiu Giao hàng nhanh Mua hộ nên không biếc,0,0,0,0,0,0,1,0
Vỏ sang mà dễ bám vân tay quá thì màu lên y_như ảnh ra_tay mỗi_tội cảm cứ nhạt nhạt không đánh đậm được_son kem thì chất_lỏng mà_son lên không đẹp bằng các vẻ trước,0,2,0,0,0,2,0,0
Chất_lượng_son thì khỏi bàn Vỏ 2 cây_son đều xuất_sắc cây màu đen nhìn rất sang,0,0,0,0,0,0,0,0
Chất_lượng sản_phẩm tuyệt_vời Hộp hơi móp cho do bên vận_chuyển,0,0,0,0,0,0,2,0
Ghé để xem đồ xinh giá rẻ nhanh nha mọi người ơi Cảm_ơn ạ,0,0,0,0,3,0,0,0
Em đã nhận được hàng mà chưa khui nữa em sẽ đánh_giá chi_tiết ở kia nha của em nha em cảm_ơn ạ,0,0,0,0,3,0,0,0
_Son đánh khá đẹp mùi cũng thơm nữa Nói_chung là tuyệt_vời giao hàng không lâu như mình nghĩ,0,0,1,0,0,0,3,0
Là hàng đặt_hàng nên giao hàng lâu gần mới nhận được hàng_son lì bột nhưng độ bám không tốt,2,0,0,0,0,0,2,0
Vỏ_son đẹp lắm luôn gói hàng chắc_chắn khuyên mọi người da trắng thì hãy mua không là khó dùng lắm nha,0,0,0,0,0,3,0,1
Thơm còn lại,0,0,1,0,0,0,0,0
Màu như hình lên thì mới ra con_người nói_chung là cũng xinh đấy,0,0,0,0,0,1,0,0
Rất thất_vọng màu hồng đất nhưng lên môi mình lại là hồng cánh_sen ánh tím chắc do sắc_tố môi của mình Coi như bỏ luôn cây_son bạn nào muốn mua thì mình lại nhé Chất_son mịn thơm dễ trôi không hề lỳ miếng nào luôn Vỏ hộp có tem chống giả vỏ_son đẹp bóng bóng Giao hàng hơi lâu,2,1,1,0,0,2,2,0
DUY HOM NAY 30 10 tang Ban phiếu 35 thoai PHI Mo hom nay CHAM ngay keo han Truy vao chon dai dai cua toi de su dung Ban nhe,0,0,0,0,3,0,0,0
Hàng giao nhanh đóng_gói cẩn_thận_Son đánh lên mâu xinh yêu rất đẹp,0,0,0,0,0,1,1,1
Vỏ_son đẹp và giao hàng nhanh lắm nha Mình da ngăm nên có cho mọi người xem thử đỏ gạch đẹp lắm còn hơi tím hợp với bạn nào cá_tính hơn,0,0,0,0,0,3,1,0
mầu này hơi trầm phù_hợp với chứ không dùng cho mặt mộc được chất_son lâu khô dễ trôi quệt nhẹ 1 cái là trôi hết,2,2,0,0,0,3,0,0
mùi_son vẫn thế chất_son vẫn vậy chụp lên nhìn ảo thế thôi chứ màu bên ngoài có ánh tím nhé không xinh lắm,0,3,3,0,0,2,0,0
Vỏ đẹp mùi thơm mỗi_tội chọn quả màu hơi ngu,0,0,1,0,0,2,0,0
Quá tuyệt_vời 100000 điểm Chờ hơi lâu nhưng rất xứng_đáng,0,0,0,0,0,0,2,0
Giao hàng hơi lâu vỏ cực sang chảnh nha màu lên đánh thì đỉnh nha,0,0,0,0,0,1,2,0
Chất_son mịn có mùi hương_liệu hơi nồng nên ai không thích_son quá có mùi nên cân_nhắc vỏ_son xin_son thỏi mịn,0,1,2,0,0,0,0,0
Chất_son mịn vỏ đen siêu đẹp luôn soi gương được luôn ấy Mê màu đen của vỏ_son quá,0,1,0,0,0,0,0,0
quá đỉnh quá đẹp cửa_hàng dễ_thương xỉu luôn á mọi người,0,0,0,0,3,0,0,0
Đẹp tuyệt_vời luôn ấy chưa bao_giờ làm em thất_vọng,0,0,0,0,3,0,0,0
Mùi thơm chất_son mềm ẩm nhưng lên môi nhẹ bám trên môi cũng khá tốt,1,1,1,0,0,0,0,0
Rất xinh và rất sang luôn á trời_đất_ơi là trời,0,0,0,0,3,0,0,0
Xinh xuất_sắc luôn á trời Mỗi_tội đợi hơi lâu chút_xíu nhưng đáng lắm Màu nào cũng ưng,0,0,0,0,0,1,2,0
Chất voi đóng_gói sản_phẩm chắc_chắn đối_với mình thấy nó hơi thiên về màu cam mùi hương rất thơm,0,0,1,0,0,3,0,1
_Son xinh lắm nha mọi người đánh lên môi mà nó khoái gì đâu Rất đáng mua,0,0,0,0,3,0,0,0
_Son màu hơi bợt noi chung không giống mẫu lắm,0,0,0,0,0,2,0,0
Màu_son không hợp da mình rất kén người lên môi hồng có lúc nhìn như màu cánh_sen,0,0,0,0,0,2,0,0
Từ vỏ_son đến chất sao thì đẹp xĩu Màu tui là màu màu này phù_hợp với những nàng trang_điểm Tây ý Nên mua xinh hơn nha,0,1,0,0,0,3,0,0
Sản_phẩm tốt giao hàng nhanh và mình rất thích,0,0,0,0,0,0,1,0
_Son lại nhưng_mà cũng xinh giao hàng đến tận_tay thì hơi móp 1 tí nhưng_mà không sao,0,0,0,0,0,0,3,0
Màu chuẩn Đẹp_Kén da tây thì ok Đúng màu lên_tay đẹp xuất_sắc,0,0,0,0,0,1,0,0
rất là xinh giao hàng cũng nhanh màu cũng rất là xinh lên thì đánh nhìn ok hơn,0,0,0,0,0,1,1,0
_son đẹp ạ,0,0,0,0,3,0,0,0
Sản_phẩm đóng_gói chắc_chắn bao_bì đẹp màu_son mình thấy chưa khác_biệt lắm với mấy phiên_bản trước còn mùi thơm thì gần giống phiên_bản,0,0,3,0,0,3,0,1
cửa_hàng đóng_gói kĩ giao hàng nhanh Chất_son mịn mùi thơm ngọt dịu nhẹ không quá gắt Mình mua màu có màu hồng hơi đất Dùng để bánh_bèo thì đúng hợp,0,1,1,0,0,1,1,1
màu hồng đất phù_hợp với tây hơn để mặt mộc chất_son mịn không khô môi 9 10 điểm,0,1,0,0,0,1,0,0
chất_son mình không thích lắm màu cũng hơi ổn thôi nha,0,2,0,0,0,3,0,0
theo mình thì độ che_phủ môi tốt không lộ vân môi chất_son vẫn vậy khá mượt nhẹ môi Màu lên khá chuẩn,0,1,0,0,0,1,0,0
Cây_son xíu xiu cửa_hàng đóng_gói cực chất_lượng luôn Thùng gói chà bá_Son bọc lớp mút chống sốc,0,0,0,0,0,0,0,1
_Son tốt mà màu cũng đẹp nữa Do mình đặt tặng nên không có hình ở đây Giao hàng nhanh đóng_gói kĩ Hình_ảnh chỉ mang tính_chất lấy xu,0,0,0,0,0,1,1,1
_Son đẹp mùi thơm đúng như hình Màu lên chuẩn nâu tây đánh không kén da,0,0,1,0,0,1,0,0
_Son mùi siêu thơm luôn màu đẹp đáng mua nha Vỏ_son cũng xinh nữa,0,0,1,0,0,1,0,0
_Son xinh màu khá đẹp nhưng nếu Mỗi_tội_son thỏi trông hơi dại và lỏng_lẻo,0,0,0,0,0,1,0,0
Thỏi thứ 4 của mình 3 thỏi trước toàn mua lần này mua đỏ cam cũng khá là ưng Cũng muốn đổi hãng khác dùng thử mà chưa tìm được cái nào ok hơn hãng này Hãng_son chân ái của tui,0,0,0,0,0,1,0,0
_Son màu đẹp lắm mọi người ơi vỏ siêu sang chảnh luôn nên mua nha,0,0,0,0,0,1,0,0
_Son đẹp nhưng_mà không giống màu hình Chất đẹp hình_ảnh và mang tính_chất lấy xu,0,1,0,0,0,2,0,0
sang xịn màu 28 đẹp 26 thì tây hơi kén da nhan Giá tốt,0,0,0,0,0,1,0,0
_son đẹp hồng hơn hình 1 xíu có_điều giao hơi lâu chất_lượng_son ok không bị khô,0,1,0,0,0,3,2,0
Màu đẹp giống ảnh luôn nè đặt_hàng nhưng cửa_hàng giao hàng hàng siêu nhanh luôn Ưng_ý lắm luôn nên nhanh_trí múc liền_tay 2 cây vì này để nhận xu Mua nên khỏi lăn_tăn gì luôn cho sốp 1000000 sao,0,0,0,0,0,1,1,0
Rất tốt,0,0,0,0,3,0,0,0
đóng_gói hành đẹp giao hàng nhanh mua tặng bạn nên không biết có ổn không,0,0,0,0,0,0,1,1
Nhìn vỏ_son đẹp thật_sự nhưng màu_son không thích cho lắm với_lại_son không lì,2,0,0,0,0,2,0,0
giao hàng nhanh_son xinh nhưng vỏ_son bám dấu vân tay kinh_khủng,0,0,0,0,0,0,1,0
xinh voi la ok dang de mua minh se mua them,0,0,0,0,3,0,0,0
