Review,Content-related,Author,Quality and Appearance,Manufacture and Distribution,Packaging and Delivery,Price and Preference,Customer Service,Overall Experience
"Sách đã về tayy rùi, ẻm xinh xỉu luôn. Shop bọc sách khá kỹ, không có trầy xước gì. Nhưng mà cái lớp bên ngoài sách tháo ra được, là tại thiết kế nó vậy hay sao mình không biết (vì lần đầu mua sách bìa cứng). Nói chung là 10 điểmmmm ạ",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Quá ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Đi Nhà sách Onl, tiết kiệm mọi thứ từ giá cả đến thời gian... FHS giao nhanh, hạn chế hàng nhái, hàng lậu, giá nhỉnh hơn xíu thôi. Nhưng khỏi lo về sách!",0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0
"Đánh giá 5 sao vì đóng gói, giao hàng nhanh. Sách này mình mua tặng nên không mở hộp ra, hi vọng sách bên trong sẽ không bị gì",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Truyện rất đáng để đọc ạ. Sách của bác Nguyễn Nhật Ánh chưa bao giờ làm mình thất vọng ạ.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Sách hình thức đẹp đóng gói cẩn thận,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Lúc đầu mình mua vì nghĩ quyển sách này giúp m tập trung làm việc nhưng không ngờ nó còn làm được nhiều hơn thế. Từ việc đặt mình vào các trải nghiệm và enjoy nó, suy rộng ra là cách để đạt được hạnh phúc trong cuộc sống dù cho có nhiều nghịch cảnh. Cực kì tâm đắc quyển này và mình nghĩ ai cũng nên và xứng đáng đọc nó, có thể là cả cuốn “Nghệ thuật tinh tế của việc đếch quan tâm”",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"rất đẹp lun,cũng rất bổ ích",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sách không phù hợp với trình độ hiện tại của mình :(((,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tiki giao hàng nhanh, sách đẹp. Bìa cứng cầm rất thích. Mê sách của bác Ánh lắm^^",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
"Cảm ơn Fahasha, giao hàng rất sớm luôn, đặt tối hôm qua thì trưa nay đã có, mình kịp có quà để tặng cho bé rồi. Cảm ơn rất nhiều 🥰",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"Chất lượng sách thì chẳng còn gì để chê cả. phần mềm tặng kèm cũng tố, dễ dùng. bookcare của tiki đẹp miễn chê. nhưng có cái mình không thích ở bookcare là lúc nào cũng có phần dôi dư ra ở bên dưới. mình không biết nó dùng để làm gì. nhưng  khi mình nhét vào cặp thì lại vướng cực kỳ. lấy sách ra khỏi cặp là nát hết phần bookcare dôi ra ở bên dưới. Đề nghị tiki khắc phục cái nhoa❤",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Sách nội dung hay, nhiều kiến thức y học thường thức phù hợp với nhiều người muốn hiểu thêm về y học cơ bản một cách đơn giản dễ hiểu. Sách mỏng nên đọc khá nhanh. Có thể đọc trong vài ba ngày là hết quyển và đọng lại nhiều kiến thức.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Giao đúng hạn sách có hai luồng chữ nên hơi khó đọc,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"mình ở Lạng Sơn gói hàng đi mà shop ko bọc lót thêm bất cứ thứ gì, cứ thế cho sách vào hộp xong. Mình mua sách ms mà trông chả khác gì sách cũ, bìa trầy xước thật ko chấp nhận được. Tiki nên xem lại cách gói hàng của mình",0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Sách đọc dễ hiểu, có nhiều dấu hiệu đc miêu tả, tuy nhiên vẫn còn khá ít trường hợp. Chủ yếu sách tập trung vào các dấu hiệu để phát hiện nói dối còn có phát hiện được các dấu hiệu đó hay ko thì ko biết. Dù vậy sách đáng để đọc và nghiên cứu",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Sách viết khá ngắn gọn, súc tích, tính ứng dụng cao. Một số thuật ngữ khác so với cuốn của cô LNQH nên phải tìm hiểu và đối chiếu.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Về sản phẩm không có comment gì, tuy nhiên mình đặc biệt không hài lòng với cách thức giao hàng của Tiki. Mình có đặt 5 sản phẩm cùng lúc từ Tiki Trading và chọn giao hàng Tiki Now (vì lúc đặt thấy ghi không mất phí giao hàng và m nghĩ đơn giản do đơn hàng giá trị lớn nên được miễn phí), tổng giá trị thanh toán bằng giá trị đơn hàng và k mất phí chuyển. Tuy nhiên đến lúc giao hàng, Tiki tách làm 2 đơn giao trong 2 lần, mỗi lần + 100k phí giao hàng tổng là m mất thêm 200k tiền phí, mình liên hệ với CSKH để giải đáp thắc mắc nhưng không bao giờ liên lạc được. Các lần trước đặt hàng của tiki thấy khá hài lòng nhưng sau đợt này chắc phải chào tạm biệt.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Giao hàng đúng hẹn, sách mới tinh.Thanks",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
đóng gói không cẩn thận,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Thời gian giao hàng quá lâu.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"-Về phần nội dung thì mình rất thích những thông điệp, ý nghĩa thông qua những câu chuyện. Cách hành văn dí dỏm vui tươi, đồ hoạ đc thiết kế bắt mắt.
-Về đóng gói thì mình không được ưng lắm và vì sách chủ yếu là màu trắng nên nhìn càng rõ các vết bẩn lem nhem hơn( cả trong sách lẫn ngoài bìa). Lần này mình tạm cho qua nhưng:
*Mong rằng lần sau sẽ khắc phục đc",1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0
"Sách đẹp, mới, được bọc cẩn thận.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Sách bị lỗi.... không kiểm tra sản phẩm trước khi giao :(,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Sách của Nguyễn Nhật Ánh thì tuỵt vừi r. Đóng gói kĩ lắm nha,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sách của tôi bị thiếu trang. Từ trang 37 đến trang 48. Thật thất vọng!,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"vừa đặt hqua sáng hsau đã thấy shipper gọi lấy đồ. Theo như cá nhân mình khi nhận được hàng hộp gói và bọc sách ở ngoài khá chắc chắn, sách mới nguyên, shipper thân thiện. Mình cực kì ưng và tâm đắc 2 cuốn sách này!?‍♀️",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"Đã nhận được sách vào trưa nay, đang trên công ty làm việc nên chưa xem và đánh giá được.

Sách in đẹp, chữ rõ ràng, màu giấy dịu đọc không mỏi mắt. Tuy nhiên lưng của cuốn sách có một số vệt dơ chắc do để lâu ngày.

Nói chung sách hay thì không quá khắt khe hình thức lắm.",1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Tiki giao hàng nhanh lắm ạ. Mình mới đặt vào sáng thứ 2 thôi mà trước 10h sáng thứ 3 là mình nhận đc sách rồi ạ. Thích lắm luôn!🥰
Tuy hộp đựng sách có bị thủng nhưng mà vẫn bảo vệ đc những bé sách bên trong ạ💪. Sách chưa đc bọc bookcare nhưng mà vẫn còn mới lắm, không bị thiệt hại gì nhiều, nhìn mê lắm ạ😍!
Chúc mọi người hạnh phúc những ngày cuối năm ạ🤗☘!",0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
"Mình rất hài lòng với tốc độ giao hàng, cuốn sách nhỏ hơn mình nghĩ. Nội dung thì mình chưa đọc, và mình cũng không có thói quen highlight lên sách nên không thể test chất liệu sách cho mn, mn có thể nhìn dưới ảnh. Tuy nhiên mình sẽ đánh giá 5 sao nếu shop gói hàng cho mình có thêm một miếng nilong vì giao hàng mưa nên giấy của mình bị cong hết rồi ạ!",3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
tốt. hài lòng.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Truyện ngắn, giấy in tạp chí rất đẹp. Mình thấy nội dung có nhiều đoạn xưng hô theo cách ngày xưa.( “bà”, “mày”,..) tuy nhiên, đây vẫn là cuốn truyện rất hay. Diễn biến tâm lý nhân vật mèo con rất thu hút, nghệ thuật nhân hoá được tác giả áp dụng rất tài. Truyện khá ngắn, hợp với bạn nhỏ nào đang bắt đầu chuyển từ truyện tranh sang truyện dài. Vì có tranh vẽ trên giấy tạp chí rất đẹp",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Đã sưu tầm đủ trọn bộ sách, thật sự rất vui, sách nguyên seal, đúng bản quyền, in rất rõ, nội dung rất chi tiết và bổ ích. một bộ sách nên có trong gia đình. rất cảm ơn nhà sách Fahasha.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Chất liệu giấy mỏng, thô ráp, ko giống sách trưng bày ngoài nhà sách. Đã liên hệ đổi hàng",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi thích đọc truyện trinh thám nhưng đọc bộ này không như mong đợi chỉ mang tính liệt kê các trường hợp và tham khảo các tài liệu đọc có cảm giác như đọc luận án tốt nghiệp của sinh viên.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Đóng gói cẩn thận. Màng co sách hơi lỏng lẻo nên nhìn ko đẹp lắm.  Nhưng đằng nào cũng bóc nên cũng k đến nỗi,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
"Giao hàng nhanh
Tiki luôn tuyệt vời, gói đẹp
chất lượng sách Tuyệt vời ông mặt trời
Về nội dung sách: toàn những tác phẩm bán chạy toàn cầu thì chất lượng không phải bàn.
Về giá cả: rẻ không tưởng

Xin cảm ơn TIKI ❤️❤️❤️",1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
đóng gói không cẩn thận làm rách bìa. tức,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Gói hàng cho có lệ.......,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"rất mong chờ sản phẩm lần này về nhưng khi về thì thất vọng toàn tập với tiki, sản phẩm gì mà lỗi không, lần sau làm ăn kỹ càng hơn đi tiki ơi",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Đóng gói đẹp và đầy đủ. Sách không hề bị cong góc hay nhăn giấy nào. Sách in đẹp và chữ rõ ràng.,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Giao nhanh, đóng gói ổn nhưng tập giấy đã bị rách sẵn. May giấy bên trong nguyên vẹn. Mình k hài lòng khi nhận sp ntn, fahasa nên lưu ý cẩn thận hơn khi chọn hàng giao khách. Giá sp ngang vs mua chỗ khác",0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
"Giao hàng nhanh, nhân viên thân thiện, nhưng sản phẩm bị nhăn và rách bao bì tuy là đã bọc ở ngoài( cái này mình nghĩ là sản phẩm rách bao bì nhưng vẫn đem giao), còn số lượng giấy thì nhiều nên mình không đếm",0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Sách mới mua đã bị móp bìa, bẩn và bụi, nhăn, không biết thế naog chứ quyển này mình k thấy có tem, yêu cầu tiki đổi lại cho mình quyển khacs",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
giao hàng đúng thời gian. giói cẩn thận,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sản phẩm dễ dùng và sử dụng. Các động từ đơn giản  đều có trong bảng trên.  Các bạn học sinh rất tiện khi để tra cứu khi cần.  sản phẩm giao nhanh và đóng gói cẩn thận. cảm ơn tiki và fahasa,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"tuyệt
đóng gói cận thận giao hàng nhanh 
hàng đẹp",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Không chi tiết nhưng lại khái quát hết tất cả những gì chúng ta cần để bắt đầu vẽ truyện tranh, còn kết hợp cả những hình ảnh và các bài tập để cho bài giảng dễ hiểu hơn. Tuy đóng gói hơi cong trang sách chút nhưng sách vẫn còn mới nguyên, vẫn đánh giá 5s",0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
"(*) Đánh giá không tính điểm
Đóng gói quá cẩu thả.thực sự thất vọng
Bình thường tiki đóng gói sách bằng hộp tiki rất thích, ấn tượng
Lần này quá thất vọng",0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
"Sách cung cấp một vài thông tin khá hữu ích, ai quan tâm về sức khỏe và các cách trị liệu bằng thiên nhiên thì nên đọc cuồn này. Tuy nhiên theo mình thấy thì tác giả lặp lại thông tin khá nhiều , mình vẫn muốn cuốn sách xúc tích hơn và đi sâu hơn vào vấn đề.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sách giày chữ to giấy tốt nên mua đóng gói gói chắc chắn,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"Sách được bao cẩn thận, bìa sách không trầy xước. Giấy sách vàng nhạt tốt cho mắt. Nội dung đơn giản, dễ hiểu và kèm theo hình minh họa.",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
sách được bọc gói kĩ càng không bong góc cong mép. Thật tuyệt vời. Cảm ơn nhà sách sẽ ủng hộ Fahasa dài dài,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"Sách vừa về chưa kịp đọc đã bung bét hết 
Đặt sách của tiki nhiều mà chưa bao giờ thấy thất vọng như này",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Một cuốn sách quản trị rất hay mà tôi từng đọc, đây là cuốn sách được viết từ GS Pham Văn Trường một người đã trải qua một đời làm quản trị rất thực tế và ý nghĩa. Một cuốn sách làm tôi nhớ lại câu nói mỗi cuốn sách là một cuộc đời, cơ hội được đọc cuốn sách này là chúng ta được sống thêm một cuộc đời mới. Quá tuyệt!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
☺️ xxinh đẹp tuyetj voiwf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Đọc chương đầu không hiểu lắm, nhưng những chương sau rất hay, tất cả đều nói cho chúng ta nên sống tốt, làm việc thiện, vì có nhân sẽ có quả, để giúp thế giới này ngày 1 trở nên tốt hơn, vì bây giờ mình thấy thế giới đang có xu hướng ko tốt cho lắm, mong là mọi người đọc xong sách sẽ góp phần sống tốt, tử tế với mọi người xung quanh.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Người mua chưa hề nhận được sách,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Harry potter là tuổi thơ. Năm nay HBO ra tập kỷ niệm, nên mình nổi hứng xem lại phim. Bây giờ tìm được combo này thật đáng tiền. Mình cũng sẽ không mở hàng, để luôn bọc để sưu tập.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hàng bị rách nhẹ. 😑😑😑😑😑,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"giao hàng nhanh, có chống sóc ở bên trong, nhưng sách có phần trên của bìa nó bị móp, nhìn nó bị mất thẩm mỹ 1 phần, còn lại thì đều okela hết",0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
"gói hàng ổn , giấy đẹp",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Sách ghi kích thước 14.5x20.5 nhưng thực tế là 11x15
Sách bị trầy xước",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Sách khá chi tiết để hiểu về gan. có cả những kiến thức khoa học. Mình đọc từng ngày mỗi ngày 1 ít. Rất hữu ích nhé,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Mình thích Ron, sách là bản bìa cứng in màu rất chỉn chu, có bọc chống bụi, sách xb 2019 cũng khá lâu rồi nhưng vẫn còn mới lắm, nên muaaa",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Giao hàng siêu nhanh, mk ở tỉnh lẻ giáp Hà Nội nhưng cũng không ngờ giao nhanh đến thế. Từ lúc đặt sách đến khi nhận mất chưa tới 1 ngày. Sách được bọc nilon đẹp, mới tinh, không một lỗi về gáy hay bìa sách. Trong hộp có thêm catton trống sốc. 5 sao cho dịch vụ đóng gói và vận chuyển của Tiki. Về nội dung bên trong thì không phải bàn rồi, Harry Potter mãi đỉnh^^",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Sách đẹp, do vận chuyển nên hơi móp méo một góc của sách còn lại ok, ndung thì khỏi bàn rồi, ảnh không liên quan lắm tại đánh giá vào đêm khuya không tiện chụp",1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
"☀️A GREAT BOOK.?

Tư Duy về sự GIÀU CÓ ?? của bạn sẽ được thấm nhuần & khai mở rất nhiều khi đọc cuốn sách này.

Các câu trích hay: 
☀️”Tôi là một thỏi nam châm hút tiền. Tôi yêu tiền và tiền cũng yêu tôi...”

☀️”Sự Du Dả là tình trạng tự nhiên của bạn. Bạn đã dư đật từ khi mới lọt lòng và sự dư dật đó vẫn còn tiếp tục.”

☀️”CHO ĐI tằn tiện, bạn sẽ nhận tằn tiện. CHO ĐI phong phú, bạn sẽ nhận PHONG PHÚ.”

❤️Cảm ơn tác giả,nxb...&Tiki.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Mua sách ở tiki không làm thất vọng. Giao nhanh 2h, mình mua giá giảm 227k với cuốn sách bìa cứng cáp dày dặn thế này hoàn toàn phù hợp. Thấy nhiều bạn khen nên mua đọc thử cũng như tìm hiểu thêm về chiêm tinh học",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
"Sản phẩm tốt, giao hàng nhanh",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mình không có chuyên môn về tâm lý học cho lắm nên đọc cũng khá khó hiểu,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sách chất lượng tốt, săn sale đc với giá chỉ hơn 300 nhưng mỗi tội tiếng anh nên hơi khó đọc",2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Tiki càng ngày càng làm mình cảm thấy quá thất vọng. Làm ăn càng ngày càng cẩu thả thiếu trách nhiệm. Từ xưa đến giờ mình đều thích mua sách ở tiki vì biết trân trọng một quyển sách mà đóng gói chúng cẩn thận, nhưng lần này mình mua hai cuốn sách này khi giao hàng họ chỉ giao đúng như hình mình chụp, chỉ có một miếng bọc nhựa trong bên ngoài, không hề có đóng gói bỏ thùng các tông, không hề có dán dãn người nhận người gửi… mặc dù ship nội thành TPHCM thì cũng không được hời hợt cẩu thả như vậy. Từ này sẽ không mua sách trên Tiki nữa.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Câu chuyện này bắt đầu với một bối cảnh vui tươi, tinh nghịch mà lại kết thúc hài hòa, đầy hy vọng! Mình nghĩ bạn nào thích những tác phẩm nhẹ nhàng thì có thể tham khảo thêm cuốn sách này.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sách cũ, đã bóc seal và còn có nhiều vết bẩn",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Tiki giao hàng nhanh, đủ số lượng sách. Chỉ không đóng gói tránh va đập khi di chuyển thôi như một đơn khác mình có đặt cùng. May nhà mình gần kho, nên không sao cả.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Truyện ko đc đóng gói 1 cái j để bảo vệ truyện, vài cái thì có bọc, mấy cái còn lại thì ko, mặt sau truyện còn dán miếng dán ko gỡ đc, làm mất thẩm mỹ cả cuốn, gáy còn bị dính keo, đóng gói, bảo quản mà thấy nản giùm 🙂",0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Đáng mua lắm mn ạ. Mình đọc mà cảm xúc lẫn lộn lắm luôn í. Phẫn nộ, đau xót, đáng thương, niềm vui và những nỗi buồn cứ luân phiên hiện hữu trong tâm trí mình. Ẩn sâu trong đó là những bài học vô cùng ý nghĩ. Có thể đọc xong bạn sẽ có cái nhìn khác về cuộc sống của mình.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Tuy kết thúc buồn nhưng tác phẩm đông lại cho người đọc nhiều suy ngẫm về tình yêu đôi lứa, đặc biệt là tình yêu giữa 2 tầng lớp đối ngược nhau trong xã hội, tưởng chừng như đó chỉ là sự đùa cợt của bọn đàn ông, nhưng Magarit đã phải xúc động khi thấu được tấm chân tình của Duval. 
Sách đơn giản mà đẹp lắm! Xin cảm ơn!",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Đã nhận sách trong 24h từ khi đặt.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
góc hơi tróc và khá dơ,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Chưa đọc nên chưa biết nội dung ntn nữa, nhưng mà nghe nói hay nhất mọi thời đại nên chắc đỉnh lắm :))) 
Về hình thức thì trang giấy có vài trang có màu nhìn xinh lắm, giấy hơi vàng chứ ko phải trắng tinh nha nên đọc ko có mỏi mắt !!!
Chụp mn xem vài trang để tham khảo nèee",3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"sách ghi chú rất chi tiết, phù hợp với các bạn trình độ b1, giao hàng rất nhanh luôn",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Cập nhật trạng thái lâu, đóng gói không cẩn thận, giao hàng chậm, sách bị nhăn góc.",0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Nội dung khá là ""nặng đô"" nhé, theo ý kiến cá nhân của mình thì nên dung hòa với nội dung của cuốn ""Cha mẹ độc hại"". Vì combo hai cuốn này thì nó thiên về việc tâm lý tội phạm xuất phát từ chính bản thân cá thể đó chứ không phải do các tác động khác. Câu chữ viết cũng không quá ""mượt"", có thể đọc để tham khảo.",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd bổ ích nhg vận chuyển kém . sách mới bong như sách cũ,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Bên vận chuyển cực kì tệ, hộp bị dập nát, sách bị cong và móp vài chỗ, sách cong thì mình tự sửa được rồi nên bề ngoài nhìn tạm được (còn bên trong nhìn xót quá), thái độ phục vụ tốt và shop rep tin nhắn nhanh, nội dung sách thì hay khỏi bàn! Thích hợp cho các bạn muốn tìm hiểu về chủ đề địa chính trị",1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0
"Sách về rất đẹp, đọc mà mình phải bình tĩnh mới đọc tiếp được, nhưng mình không biết vô tình hay như thế nào, tại mình thấy một số người chụp lên có tấm postcard màu trắng, riêng mình chỉ có tấm dài như ảnh. Nếu đây là lỗi vô tình của NXB thì mình xin đóng góp chút và mong NXB cải thiện hơn ạ. Chứ về nội dung sách oke lắm ạ, em chỉ muốn khóc thôi á ❤️",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Sách mua tặng bạn, tiki giao hàng đúng thời gian. Sách đẹp, nội dung thì chờ bạn đánh giá sau",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
sách hay và đẹp nhưng bị rách to ở bìa nhìn rất ức chế . tiki đổi cho mình đc ko,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Mua sách trên tiki thì chắc chắn yên tâm sách thật, trước mình hay mua bên nhà sách Fahasha vì đóng gói cẩn thận. Nay mua của tiki lần hai mới viết đánh giá, vì lần này đóng gói ổn hơn lần trước. Nên mua nha!",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Chất lượng OK, không nhiều hình ảnh, không hệ được bọc bìa như ghi chú, đóng gói cũng bình thường, bỏ vô hộp, xong...",2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
"Chương 1 hay, rất hữu ích. Nhưng những chương sau đọc rất chán. Đa phần chỉ nói về những căn bệnh đã được chữa lành, những câu nói của tác giả, không có 1 định hướng nào cho người đọc. Không giống như mình mong đợi",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sách bao bọc cẩn thận, hay, nên mua về trải nghiệm cảm giác đau thương xuyên suốt tác phẩm nhưng vấn đề giao hàng khá tệ, đáng ra là ngày 20/3 mới nhận sách nhưng giao trước, thậm chí shipper còn mắng em trong khi em đang trong giờ học, thái độ giao hàng khó chịu, không tôn trọng khách. Dù vậy nhưng cũng không thể trách được nên em vẫn cho 5 sao nhé! Hy vọng lần tới sẽ khắc phục được chuyện này.",1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
"Sách đẹp,giao nhanh,rất tốt",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Quyển truyện nhẹ nhàng, kiểu kể chuyện dành cho trẻ nhỏ nhưng nếu người lớn đọc sẽ thấy thiếu gì đó, câu chuyện vừa phải, không quá đặc sắc. Nhưng truyện của NNA thường phản ánh chút âm hưởng của thời đại lúc truyện xuất bản.",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Giao hàng rất chậm, mình đặt 2 tháng mới tới. Phải đợi đến khi gửi yêu cầu huỷ đơn thì mới có nhân viên liên hệ. Đơn hàng khi giao đến mình cũng trong tình trạng hộp méo mó thấy cả bên trong, sách còn quăn góc một chút. Nhưng mình vẫn nhận vì đã chờ cả 2 tháng rồi, hi vọng Tiki làm việc với bên giao hàng để đảm bảo chất lượng đơn hàng cho khách.",0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Sách bị rách vài trang ở mép,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
sách đẹp lắm ạ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Sách đẹp, bọc cẩn thận, đg nghiên cứu về lĩnh vực này, hy vọng sẽ có nhiều thông tin hữu dụng !!!!!",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Sách dán keo kiểu gì mà nhiều trang bị rơi ra. Đề nghị đổi lại.,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Với mình những trải nghiệm mua sách ở Tiki những lần trước rất ổn, mình rất vui vì giao sách nhanh và đóng gói cẩn thận 

Nhưng lần này, sách giao rất xấu, gáy sách nhăn, sách thì như hàng tồn lâu năm bán cho khách vậy. Là một người yêu sách, mình thấy rất thất vọng :(",0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
Sp tốt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"hình như đây là lần thứ 3-4 mua sách trên Tiki, những lần trước sách đều k đc bọc gì cả, cũng chỉ bỏ vào thùng như này, nhưng may mấy lần đó sách k bị rách. Lần này không may mắn nên sách đã bị rách phần gáy, buồn thực sự, một cuốn sách mới chưa đọc mà đã bị rách vậy ?. Hầu như tất cả những ai thích đọc sách đều trân trọng và ""bảo vệ"" cuốn sách hết mức, vậy mà nó bị rách vậy ai chẳng xót. Đề nghị Tiki xem lại cách đóng gói các sp sách. Tiki khởi nghiệp bằng bán sách mà lại đóng gói sách một cách không trân quý như này thì sớm sẽ bị người yêu sách quay lưng lại!",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Đã nhận đc sách, chất lượng sách tốt
Cơ mà k có kèm CD, cũng k có hướng dẫn tải audio trên mạng, giờ k biết làm tnao để nghe shop ơi",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sách bẩn hơn cả sách cũ của mình nữa ??. Mong tiki hoàn thiện hơn,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
